Town/County,FIPS,Year,Category,Measure Type,Variable,Value
Berlin,900304300,2005,Government,Number,Annual Average Employment,767
Berlin,900304300,2005,Government,US Dollars,Annual Average Wage,47182
Berlin,900304300,2005,Government,Number,Number of Employers,17
Berlin,900304300,2006,All Industries,Number,Annual Average Employment,11627
Berlin,900304300,2006,All Industries,US Dollars,Annual Average Wage,48035
Berlin,900304300,2006,All Industries,Number,Number of Employers,707
Berlin,900304300,2006,Government,US Dollars,Annual Average Wage,45974
Berlin,900304300,2006,Government,Number,Annual Average Employment,821
Berlin,900304300,2006,Government,Number,Number of Employers,17
Berlin,900304300,2007,All Industries,US Dollars,Annual Average Wage,51541
Berlin,900304300,2007,All Industries,Number,Number of Employers,724
Berlin,900304300,2007,All Industries,Number,Annual Average Employment,12012
Berlin,900304300,2007,Government,Number,Annual Average Employment,816
Berlin,900304300,2007,Government,US Dollars,Annual Average Wage,48791
Berlin,900304300,2007,Government,Number,Number of Employers,16
Berlin,900304300,2008,All Industries,US Dollars,Annual Average Wage,53632
Berlin,900304300,2008,All Industries,Number,Annual Average Employment,12586
Berlin,900304300,2008,All Industries,Number,Number of Employers,728
Berlin,900304300,2008,Government,Number,Annual Average Employment,849
Berlin,900304300,2008,Government,Number,Number of Employers,16
Berlin,900304300,2008,Government,US Dollars,Annual Average Wage,50685
Berlin,900304300,2009,All Industries,Number,Number of Employers,729
Berlin,900304300,2009,All Industries,Number,Annual Average Employment,12095
Berlin,900304300,2009,All Industries,US Dollars,Annual Average Wage,54726
Berlin,900304300,2009,Government,Number,Number of Employers,20
Berlin,900304300,2009,Government,Number,Annual Average Employment,815
Berlin,900304300,2009,Government,US Dollars,Annual Average Wage,53676
Berlin,900304300,2010,All Industries,US Dollars,Annual Average Wage,54623
Berlin,900304300,2010,All Industries,Number,Annual Average Employment,11318
Berlin,900304300,2010,All Industries,Number,Number of Employers,711
Berlin,900304300,2010,Government,US Dollars,Annual Average Wage,51531
Berlin,900304300,2010,Government,Number,Annual Average Employment,859
Berlin,900304300,2010,Government,Number,Number of Employers,21
Berlin,900304300,2011,All Industries,Number,Number of Employers,709
Berlin,900304300,2011,All Industries,US Dollars,Annual Average Wage,54705
Berlin,900304300,2011,All Industries,Number,Annual Average Employment,11233
Berlin,900304300,2011,Government,Number,Number of Employers,21
Berlin,900304300,2011,Government,Number,Annual Average Employment,824
Berlin,900304300,2011,Government,US Dollars,Annual Average Wage,50931
Berlin,900304300,2012,All Industries,US Dollars,Annual Average Wage,55514
Berlin,900304300,2012,All Industries,Number,Annual Average Employment,11448
Berlin,900304300,2012,All Industries,Number,Number of Employers,728
Berlin,900304300,2012,Government,Number,Annual Average Employment,854
Berlin,900304300,2012,Government,Number,Number of Employers,21
Berlin,900304300,2012,Government,US Dollars,Annual Average Wage,51505
Berlin,900304300,2013,All Industries,US Dollars,Annual Average Wage,56140
Berlin,900304300,2013,All Industries,Number,Number of Employers,722
Berlin,900304300,2013,All Industries,Number,Annual Average Employment,11623
Berlin,900304300,2013,Government,US Dollars,Annual Average Wage,52491
Berlin,900304300,2013,Government,Number,Number of Employers,21
Berlin,900304300,2013,Government,Number,Annual Average Employment,851
Berlin,900304300,2014,All Industries,US Dollars,Annual Average Wage,57768
Berlin,900304300,2014,All Industries,Number,Number of Employers,726
Berlin,900304300,2014,All Industries,Number,Annual Average Employment,11536
Berlin,900304300,2014,Government,Number,Annual Average Employment,863
Berlin,900304300,2014,Government,Number,Number of Employers,21
Berlin,900304300,2014,Government,US Dollars,Annual Average Wage,53051
Berlin,900304300,2015,All Industries,Number,Number of Employers,728
Berlin,900304300,2015,All Industries,Number,Annual Average Employment,11693
Berlin,900304300,2015,All Industries,US Dollars,Annual Average Wage,57018
Berlin,900304300,2015,Government,Number,Number of Employers,21
Berlin,900304300,2015,Government,Number,Annual Average Employment,867
Berlin,900304300,2015,Government,US Dollars,Annual Average Wage,55628
Bethany,900904580,2004,All Industries,US Dollars,Annual Average Wage,41081
Bethany,900904580,2004,All Industries,Number,Number of Employers,130
Bethany,900904580,2004,All Industries,Number,Annual Average Employment,1068
Bethany,900904580,2004,Government,Number,Number of Employers,11
Bethany,900904580,2004,Government,US Dollars,Annual Average Wage,46313
Bethany,900904580,2004,Government,Number,Annual Average Employment,294
Bethany,900904580,2005,All Industries,Number,Annual Average Employment,1043
Bethany,900904580,2005,All Industries,Number,Number of Employers,135
Bethany,900904580,2005,All Industries,US Dollars,Annual Average Wage,44426
Bethany,900904580,2005,Government,Number,Annual Average Employment,286
Bethany,900904580,2005,Government,Number,Number of Employers,11
Bethany,900904580,2005,Government,US Dollars,Annual Average Wage,45613
Bethany,900904580,2006,All Industries,US Dollars,Annual Average Wage,45738
Bethany,900904580,2006,All Industries,Number,Annual Average Employment,1101
Bethany,900904580,2006,All Industries,Number,Number of Employers,141
Bethany,900904580,2006,Government,Number,Annual Average Employment,278
Bethany,900904580,2006,Government,US Dollars,Annual Average Wage,48584
Bethany,900904580,2006,Government,Number,Number of Employers,11
Bethany,900904580,2007,All Industries,Number,Annual Average Employment,1115
Bethany,900904580,2007,All Industries,US Dollars,Annual Average Wage,47297
Bethany,900904580,2007,All Industries,Number,Number of Employers,143
Bethany,900904580,2007,Government,Number,Annual Average Employment,275
Bethany,900904580,2007,Government,US Dollars,Annual Average Wage,47794
Bethany,900904580,2007,Government,Number,Number of Employers,10
Bethany,900904580,2008,All Industries,Number,Number of Employers,132
Bethany,900904580,2008,All Industries,Number,Annual Average Employment,1065
Bethany,900904580,2008,All Industries,US Dollars,Annual Average Wage,50953
Bethany,900904580,2008,Government,US Dollars,Annual Average Wage,51889
Bethany,900904580,2008,Government,Number,Annual Average Employment,262
Bethany,900904580,2008,Government,Number,Number of Employers,10
Bethany,900904580,2009,All Industries,Number,Number of Employers,129
Bethany,900904580,2009,All Industries,Number,Annual Average Employment,1007
Bethany,900904580,2009,All Industries,US Dollars,Annual Average Wage,47109
Bethany,900904580,2009,Government,Number,Number of Employers,10
Bethany,900904580,2009,Government,US Dollars,Annual Average Wage,52306
Bethany,900904580,2009,Government,Number,Annual Average Employment,264
Bethany,900904580,2010,All Industries,Number,Annual Average Employment,1041
Bethany,900904580,2010,All Industries,US Dollars,Annual Average Wage,47742
Bethany,900904580,2010,All Industries,Number,Number of Employers,132
Bethany,900904580,2010,Government,Number,Annual Average Employment,256
Bethany,900904580,2010,Government,Number,Number of Employers,10
Bethany,900904580,2010,Government,US Dollars,Annual Average Wage,54356
Bethany,900904580,2011,All Industries,Number,Number of Employers,136
Bethany,900904580,2011,All Industries,US Dollars,Annual Average Wage,50191
Bethany,900904580,2011,All Industries,Number,Annual Average Employment,1071
Bethany,900904580,2011,Government,Number,Number of Employers,10
Bethany,900904580,2011,Government,Number,Annual Average Employment,253
Bethany,900904580,2011,Government,US Dollars,Annual Average Wage,56900
Bethany,900904580,2012,All Industries,Number,Annual Average Employment,1092
Bethany,900904580,2012,All Industries,US Dollars,Annual Average Wage,48318
Bethany,900904580,2012,All Industries,Number,Number of Employers,139
Bethany,900904580,2012,Government,Number,Number of Employers,10
Bethany,900904580,2012,Government,US Dollars,Annual Average Wage,51417
Bethany,900904580,2012,Government,Number,Annual Average Employment,256
Bethany,900904580,2013,All Industries,Number,Annual Average Employment,1111
Bethany,900904580,2013,All Industries,Number,Number of Employers,143
Bethany,900904580,2013,All Industries,US Dollars,Annual Average Wage,48661
Bethany,900904580,2013,Government,Number,Annual Average Employment,260
Bethany,900904580,2013,Government,US Dollars,Annual Average Wage,51555
Bethany,900904580,2013,Government,Number,Number of Employers,10
Bethany,900904580,2014,All Industries,Number,Annual Average Employment,1173
Bethany,900904580,2014,All Industries,US Dollars,Annual Average Wage,50023
Bethany,900904580,2014,All Industries,Number,Number of Employers,146
Bethany,900904580,2014,Government,Number,Annual Average Employment,256
Bethany,900904580,2014,Government,US Dollars,Annual Average Wage,53634
Bethany,900904580,2014,Government,Number,Number of Employers,10
Bethany,900904580,2015,All Industries,Number,Annual Average Employment,1229
Bethany,900904580,2015,All Industries,Number,Number of Employers,153
Bethany,900904580,2015,All Industries,US Dollars,Annual Average Wage,51217
Bethany,900904580,2015,Government,Number,Number of Employers,10
Bethany,900904580,2015,Government,Number,Annual Average Employment,251
Bethany,900904580,2015,Government,US Dollars,Annual Average Wage,55632
Bethel,900104720,2004,All Industries,Number,Annual Average Employment,6619
Bethel,900104720,2004,All Industries,US Dollars,Annual Average Wage,46713
Bethel,900104720,2004,All Industries,Number,Number of Employers,589
Bethel,900104720,2004,Government,Number,Number of Employers,21
Bethel,900104720,2004,Government,US Dollars,Annual Average Wage,48602
Bethel,900104720,2004,Government,Number,Annual Average Employment,765
Bethel,900104720,2005,All Industries,Number,Annual Average Employment,6878
Bethel,900104720,2005,All Industries,US Dollars,Annual Average Wage,48925
Bethel,900104720,2005,All Industries,Number,Number of Employers,588
Bethel,900104720,2005,Government,Number,Annual Average Employment,748
Bethel,900104720,2005,Government,Number,Number of Employers,20
Bethel,900104720,2005,Government,US Dollars,Annual Average Wage,43523
Bethel,900104720,2006,All Industries,US Dollars,Annual Average Wage,52546
Bethel,900104720,2006,All Industries,Number,Annual Average Employment,6787
Bethel,900104720,2006,All Industries,Number,Number of Employers,578
Bethel,900104720,2006,Government,Number,Annual Average Employment,742
Bethel,900104720,2006,Government,US Dollars,Annual Average Wage,38760
Bethel,900104720,2006,Government,Number,Number of Employers,21
Bethel,900104720,2007,All Industries,Number,Annual Average Employment,6942
Bethel,900104720,2007,All Industries,US Dollars,Annual Average Wage,50543
Bethel,900104720,2007,All Industries,Number,Number of Employers,593
Bethel,900104720,2007,Government,Number,Annual Average Employment,758
Bethel,900104720,2007,Government,US Dollars,Annual Average Wage,47004
Bethel,900104720,2007,Government,Number,Number of Employers,21
Bethel,900104720,2008,All Industries,US Dollars,Annual Average Wage,53237
Bethel,900104720,2008,All Industries,Number,Annual Average Employment,6888
Bethel,900104720,2008,All Industries,Number,Number of Employers,614
Bethel,900104720,2008,Government,Number,Annual Average Employment,751
Bethel,900104720,2008,Government,US Dollars,Annual Average Wage,48658
Bethel,900104720,2008,Government,Number,Number of Employers,21
Bethel,900104720,2009,All Industries,Number,Annual Average Employment,6357
Bethel,900104720,2009,All Industries,Number,Number of Employers,627
Bethel,900104720,2009,All Industries,US Dollars,Annual Average Wage,48961
Bethel,900104720,2009,Government,US Dollars,Annual Average Wage,49760
Bethel,900104720,2009,Government,Number,Number of Employers,20
Bethel,900104720,2009,Government,Number,Annual Average Employment,751
Bethel,900104720,2010,All Industries,Number,Annual Average Employment,6563
Bethel,900104720,2010,All Industries,Number,Number of Employers,606
Bethel,900104720,2010,All Industries,US Dollars,Annual Average Wage,49839
Bethel,900104720,2010,Government,Number,Number of Employers,22
Bethel,900104720,2010,Government,US Dollars,Annual Average Wage,52613
Bethel,900104720,2010,Government,Number,Annual Average Employment,733
Bethel,900104720,2011,All Industries,US Dollars,Annual Average Wage,50775
Bethel,900104720,2011,All Industries,Number,Annual Average Employment,6956
Bethel,900104720,2011,All Industries,Number,Number of Employers,620
Bethel,900104720,2011,Government,Number,Annual Average Employment,723
Bethel,900104720,2011,Government,Number,Number of Employers,22
Bethel,900104720,2011,Government,US Dollars,Annual Average Wage,53837
Bethel,900104720,2012,All Industries,Number,Annual Average Employment,7027
Bethel,900104720,2012,All Industries,US Dollars,Annual Average Wage,52685
Bethel,900104720,2012,All Industries,Number,Number of Employers,621
Bethel,900104720,2012,Government,Number,Annual Average Employment,744
Bethel,900104720,2012,Government,Number,Number of Employers,21
Bethel,900104720,2012,Government,US Dollars,Annual Average Wage,53205
